cons_12m,cons_gas_12m,off_peak_forecast_energy,off_peak_forecast_power,imp_cons,margin_net_pow_ele,net_margin,pow_max,churn,off_peak_mean_energy,off_peak_mean_power,off_peak_diff_energy,off_peak_diff_power,origin,channel,discount_energy,active_products,antiquity
13811,0,0.16088,44.31137796,483.41,19.28,124.78,10.392,0,0.1656784166666667,44.38545035999999,-0.005839999999999984,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
472,0,0.1165089999999999,41.27136420000001,0.0,33.51,7.35,17.320999999999998,0,0.12735183333333328,40.6351028,-0.011517999999999903,0.8295828000000043,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,RECENT
9369,0,0.145789,44.31137796,0.0,3.6,137.01,13.3,0,0.14804283333333335,44.26693036,-0.004461999999999994,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
35203,0,0.143166,44.31137796,0.0,16.66,440.21,13.2,0,0.14725083333333336,44.34100536,-0.0037780000000000036,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
6879,11223,0.14346,45.30837756,0.0,11.84,81.11,10.392,0,0.149913,44.266930159999994,-0.008499000000000007,-1.1999999998124622e-06,ldkssxwpmemidmecebumciepifcamkci,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,MULTIPLE,RECENT
614,0,0.1457109999999999,44.31137796,0.0,21.44,8.62,13.164,0,0.14985533333333334,44.35582046,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2225,10665,0.146694,44.31137796,43.33,21.38,36.24,10.35,0,0.15121716666666665,44.38545035999999,-0.0045469999999999955,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
92406,0,0.114017,40.606701,739.15,50.56,800.63,64.0,0,0.12165625000000001,40.6745798,-0.0078059999999999935,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
20121,0,0.143801,44.31137796,162.25,23.4,260.14,10.392,1,0.14808041666666663,44.38545026,-0.0035200000000001064,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
357398,0,0.115174,40.606701,82.53,36.6,105.52,23.1,0,0.12504708333333334,40.92868857999999,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
6802,0,0.146694,44.31137796,0.0,28.6,108.37,13.856,0,0.15103216666666666,44.44470995999999,-0.0039919999999999956,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
4477,0,0.114603,40.606701,34.24,16.86,52.62,15.001,0,0.12442966666666667,40.6202755,-0.01185,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
5939,0,0.115939,41.1052014,65.32,29.85,71.59,19.1,0,0.12633899999999995,40.6347902,-0.0120979999999999,0.6629160000000098,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3325,0,0.146694,44.31137796,0.0,31.64,51.21,13.856,0,0.15116808333333334,44.44470995999999,-0.0039919999999999956,0.0,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
43982,0,0.1152369999999999,40.606701,550.77,7.84,504.5,23.37,0,0.12410024999999998,40.728885,-0.009830999999999993,0.0,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
154251,0,0.1169099999999999,40.606701,107.77,39.33,205.79,29.1,1,0.12519333333333335,40.68815609999999,-0.010228000000000015,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
2282,0,0.1457109999999999,44.31137796,0.0,19.2,34.77,10.392,0,0.14991325,44.37063526,-0.0037669999999999926,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
3422,0,0.142649,44.31137796,0.0,28.32,53.37,11.3,0,0.15036408333333331,44.26693046,-0.009187,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3780,23041,0.1153599999999999,41.1052014,25.84,30.9,45.66,19.8,0,0.12716066666666662,40.6212142,-0.012678999999999899,0.6629160000000098,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,MULTIPLE,RECENT
12128,0,0.1383049999999999,44.31137796,0.0,22.95,127.55,13.856,1,0.14509858333333328,44.37063526,-0.010038999999999909,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
15206,0,0.1620329999999999,44.31137796,0.0,28.45,143.88,13.856,0,0.16673841666666667,44.40026526,-0.004678999999999989,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
14276,0,0.1152369999999999,40.606701,103.74,3.72,176.48,19.8,0,0.12194900000000002,40.5795475,-0.007016000000000008,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
21384,0,0.142649,44.31137796,0.0,37.56,79.2,15.0,0,0.15023091666666666,44.44470995999999,-0.009214999999999973,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
5009,0,0.144902,44.31137796,0.0,21.52,69.06,13.2,0,0.1489208333333333,44.370635359999994,-0.0034229999999998983,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
10574,0,0.1169019999999999,40.606701,98.98,39.6,117.67,19.8,0,0.12404325000000001,40.5659712,-0.006692999999999991,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
14070,0,0.159819,44.31137796,0.0,3.9,56.94,10.392,0,0.1695075,44.29656036,-0.007572000000000023,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
19655,0,0.142996,44.31137796,371.15,23.4,287.89,10.392,1,0.14888625,44.44470995999999,-0.006544999999999995,0.0,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
22962,0,0.16695,44.31137796,159.13,21.11,102.28,15.0,0,0.16850708333333334,44.34100516,0.0007729999999999959,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
18559,14588,0.1186359999999999,40.606701,163.64,23.4,243.35,17.320999999999998,0,0.1256245833333333,40.68815609999999,-0.005029000000000006,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,RECENT
5856,0,0.16695,44.31137796,152.15,10.08,73.25,10.392,0,0.17070841666666667,44.38545035999999,-0.0029840000000000144,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
5152,0,0.1443839999999999,44.31137796,0.0,26.04,81.81,10.39,0,0.1507005,44.26693036,-0.005149999999999988,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
14178,0,0.182936,46.30537836,0.0,41.64,233.85,13.856,0,0.19004083333333333,45.76093046,-0.004461999999999994,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,ONE,RECENT
19940,0,0.1446309999999999,46.55462196,119.52,28.59,144.55,13.15,0,0.14713683333333336,44.31137546,-0.0037780000000000036,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
7629,0,0.115174,40.606701,221.51,19.5,71.76,17.32,0,0.12269558333333334,40.6202755,-0.007801000000000002,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
455109,0,0.1152369999999999,40.606701,0.0,5.04,339.67,15.1,0,0.12397108333333334,40.5931235,-0.009328000000000017,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
32783,0,0.143801,44.31137796,0.0,24.52,412.5,13.2,0,0.1479728333333333,44.38545026,-0.0035200000000001064,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
20206,0,0.1152369999999999,40.606701,132.29,12.62,226.11,26.3,0,0.12387383333333334,40.6066995,-0.009328000000000017,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
24416,36645,0.1169099999999999,40.606701,198.94,19.31,307.26,25.097,1,0.124176,40.728885,-0.0071370000000000045,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
21683,0,0.1135089999999999,40.606701,186.73,0.64,230.44,15.001,0,0.12291200000000001,40.5931235,-0.008736000000000008,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
51751,0,0.144149,44.31137796,0.0,24.52,327.71,13.2,0,0.14828216666666663,44.38545035999999,-0.003400999999999904,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,OLD
8428,0,0.157697,44.31137796,0.0,33.84,100.02,15.0,0,0.16680775,44.55439506,-0.04043899999999989,-1.316221200000001,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
19530,0,0.1169099999999999,40.606701,0.0,12.36,279.63,19.8,0,0.1245557,40.61484516,-0.007793999999999995,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
58594,0,0.1157609999999999,40.606701,259.4,45.93,205.91,43.3,0,0.12328241666666667,40.728885,-0.0071370000000000045,0.0,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
10229,11893,0.143459,45.30837756,0.0,15.2,119.41,13.856,0,0.14771616666666668,44.36507856,-0.0042179999999999995,1.1777784000000011,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
3176,0,0.141666,44.31137796,0.0,7.8,35.98,10.39,0,0.1478875833333333,44.341005259999996,-0.007829000000000003,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
5695,0,0.16695,44.31137796,0.0,16.84,67.42,10.35,1,0.1708356666666667,44.355820359999996,-0.0029840000000000144,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
24661,1018,0.210689,45.80687796,272.76,30.6,373.16,13.164,0,0.2145693333333333,45.85282036,-0.001939000000000024,0.1837787999999989,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,MULTIPLE,RECENT
7065,0,0.115174,40.606701,29.3,19.5,40.65,17.32,0,0.12302691666666665,40.728885,-0.008298,0.0,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,RECENT
9108,0,0.1457109999999999,44.31137796,0.0,16.44,125.1,13.856,0,0.1497395,44.32619046,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
11128,0,0.1157609999999999,40.606701,258.33,13.14,124.21,15.01,0,0.12480208333333333,40.6474275,-0.010689000000000004,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,RECENT
11165,0,0.141434,44.31137796,0.0,14.7,130.99,13.856,0,0.14617899999999998,44.32619046,-0.005519000000000024,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
5095,0,0.1457109999999999,44.31137796,0.0,16.92,34.97,10.392,0,0.14985533333333334,44.35582046,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
35480,0,0.1151819999999999,40.606701,303.49,14.69,422.67,30.61,0,0.12467041666666662,40.728885,-0.011634999999999895,0.0,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,RECENT
3159,0,0.162322,44.31137796,0.0,34.68,41.01,13.856,0,0.16344516666666667,44.121481579999994,0.038218,3.8787405600000042,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
1999,0,0.146694,44.31137796,0.0,21.48,31.07,10.39,0,0.15083883333333334,44.44470995999999,-0.0034119999999999984,0.0,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,OLD
11176,0,0.144902,44.31137796,0.0,12.82,58.81,13.2,0,0.14861158333333327,44.31137536,-0.0034229999999998983,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
6303,0,0.146694,44.31137796,21.63,28.6,14.71,13.856,0,0.15121716666666665,44.38545035999999,-0.0045469999999999955,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
463174,0,0.1157609999999999,40.606701,481.16,10.26,553.54,16.45,0,0.12186575,40.728885,-0.005395999999999998,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
8697,1089,0.168242,45.30837756,0.0,13.8,117.09,10.392,0,0.17034033333333332,44.46322686,-0.001492000000000021,1.1777784000000011,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,MULTIPLE,RECENT
9309,0,0.120372,40.606701,117.06,39.24,116.35,17.3,0,0.12779733333333335,40.68815609999999,-0.006756000000000012,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
28699,0,0.114667,40.606701,393.98,12.03,310.06,25.0,0,0.12400941666666666,40.728885,-0.01041099999999999,0.0,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
3320,0,0.145137,44.31137796,121.87,21.52,48.97,13.2,0,0.14941858333333333,44.35582046,-0.00434699999999999,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
1005,0,0.144902,44.31137796,0.0,18.62,18.57,13.2,0,0.14777325,44.34100536,-0.001688999999999996,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
3299,0,0.142649,44.31137796,0.0,33.12,58.95,13.2,0,0.15036408333333331,44.26693026,-0.009187,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
226728,0,0.114481,40.606701,678.81,6.48,940.98,17.32,1,0.12361958333333332,40.6202755,-0.01023099999999999,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
9393,0,0.120372,40.606701,51.95,51.02,63.51,22.5,0,0.12779733333333335,40.68815609999999,-0.006756000000000012,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
11757,0,0.143166,44.31137796,0.0,14.04,158.4,13.2,0,0.14724283333333335,44.34100536,-0.0037780000000000036,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
7618,0,0.1830369999999999,45.80687796,0.0,34.68,137.81,15.0,0,0.18846158333333332,45.837505459999996,-0.0045449999999999935,0.1837787999999989,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,DISCOUNT,ONE,RECENT
47740,0,0.113323,40.606701,0.0,14.88,469.85,39.6,0,0.12207658333333334,40.6202755,-0.009658,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
23856,0,0.143801,44.31137796,278.28,21.34,186.99,10.392,0,0.14514983333333334,44.40026526,-0.0035219999999999974,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
24804,0,0.120372,40.606701,63.32,43.32,79.71,17.320999999999998,0,0.12752675,40.728885,-0.0044299999999999895,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
24883,7386,0.1169,40.606701,267.49,29.64,274.16,19.8,0,0.12433841666666666,40.7017324,-0.006191999999999989,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
507715,0,0.1169019999999999,40.606701,91.22,43.56,873.67,43.64,1,0.12409141666666668,40.565971499999996,-0.0072710000000000136,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
54159,0,0.144058,44.31137796,170.83,3.4,295.41,12.5,1,0.147601,44.26693036,-0.00503099999999998,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
6528,0,0.144902,44.31137796,0.0,10.36,55.93,13.856,0,0.14840208333333332,44.341005259999996,-0.0027669999999999917,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
14437,0,0.141434,44.31137796,64.3,10.03,28.95,10.35,0,0.14658508333333328,44.31137546,-0.006904999999999911,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
3498,0,0.1457109999999999,44.31137796,58.86,34.68,56.32,13.856,1,0.14927633333333334,44.44470995999999,-0.0026249999999999885,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
1095,0,0.115174,40.606701,60.04,14.77,75.56,16.5,0,0.12266558333333333,40.606701,-0.007801000000000002,0.1629119999999986,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
1477,0,0.14346,46.30537836,0.0,20.54,17.64,10.392,0,0.149913,44.26693036,-0.008499000000000007,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
16169,0,0.143166,44.31137796,364.65,16.66,159.37,13.2,0,0.14701816666666667,44.341005259999996,-0.0037780000000000036,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
5836,0,0.146348,46.30537836,38.4,34.68,21.21,13.856,1,0.14986466666666667,44.44841216,-0.0033959999999999824,2.1777792000000034,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
3898,0,0.146694,44.31137796,71.06,28.6,53.46,13.856,0,0.15064516666666666,44.44470995999999,-0.002831,0.0,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
9979,50497,0.19923,45.80687796,0.0,29.76,141.82,13.2,1,0.18509675,45.26293026,0.047341999999999995,1.4939988,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
16240,0,0.144058,44.31137796,455.26,2.86,179.74,10.52,0,0.1467368333333333,44.31137546,-0.005037999999999904,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2084,0,0.14346,46.30537836,0.0,26.02,24.91,13.2,0,0.14957658333333332,44.26693046,-0.008499000000000007,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
45555,0,0.114015,40.606701,269.74,93.29,558.03,69.0,1,0.12207366666666668,40.728885,-0.009591000000000016,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
40631,15068,0.13993,44.31137796,281.38,17.13,173.63,10.35,0,0.14411566666666667,44.370635459999995,-0.0037800000000000056,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
1821,0,0.144038,46.30537836,0.0,26.02,22.88,13.2,0,0.14919983333333334,44.26693036,-0.006765999999999994,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
1353,0,0.1457109999999999,44.31137796,0.0,13.56,11.51,11.4,0,0.1497395,44.32619036,-0.0037669999999999926,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,RECENT
3126,0,0.144902,44.31137796,0.0,24.42,44.17,13.2,0,0.1489579166666666,44.370635359999994,-0.0034229999999998983,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,RECENT
1636,0,0.144902,44.31137796,26.92,21.11,24.32,15.0,0,0.14783083333333327,44.35582046,-0.0013419999999998988,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
18735,0,0.111186,40.606701,265.98,6.6,160.39,19.8,1,0.12214891666666666,40.6745798,-0.011801000000000006,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
9238,0,0.1458839999999999,44.31137796,103.23,23.76,139.7,10.392,0,0.14916808333333334,44.26693046,-0.002031000000000005,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
5785,0,0.1443839999999999,44.31137796,0.0,37.56,101.14,15.0,0,0.15050850000000002,44.26693046,-0.007453999999999988,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
12312,0,0.1165089999999999,40.606701,118.11,2.56,167.01,19.7,0,0.12595366666666663,40.565971499999996,-0.011027999999999899,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
11642,0,0.146694,44.31137796,554.53,25.92,163.43,11.5,0,0.15008399999999997,44.26693046,-0.0014509999999998968,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
14035,0,0.162326,44.31137796,0.0,10.98,111.1,10.35,0,0.16689249999999997,44.32619036,-0.005314000000000013,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
632,0,0.114025,40.606701,1.75,14.77,8.01,16.5,0,0.12473741666666666,40.6066995,-0.012429999999999997,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
21118,3206,0.1165089999999999,40.606701,0.0,8.28,189.95,16.5,0,0.1256303333333333,40.5931235,-0.011517999999999903,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,MULTIPLE,RECENT
25769,19505,0.1446309999999999,44.31137796,612.77,6.45,324.05,13.856,0,0.1478145,44.28174506,-0.003037999999999985,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
5013,0,0.146694,44.31137796,0.0,26.04,78.76,10.39,1,0.15064316666666666,44.26693046,-0.005149999999999988,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
78453,4465,0.115174,40.606701,346.65,36.64,360.14,40.0,0,0.12275558333333335,40.6474275,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
24972,0,0.144142,44.31137796,478.93,24.84,266.0,11.0,0,0.14796483333333332,44.26693036,-0.0039939999999998865,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
2302,0,0.1457109999999999,44.31137796,0.0,19.2,34.94,10.392,0,0.14991325,44.37063526,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
